SYMBOL_CODE,COMPANY_NAME,SYMBOL_NAME,IndexName,SECTOR_NAME,INDUSTRY,INSTRUMENT
539963,Zeal Aqua Limited,ZEAL,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
539978,Quess Corp Limited,QUESS,,Services,Services,Equity
539979,DIGJAM LIMITED,DIGJAMLMTD,,Consumer Discretionary,Textiles,Equity
539980,ICICI Prudential Mutual Fund,MIDSELIETF,,-,-,Equity
539981,Max India Ltd.,MAXINDIA-,,-,-,Equity
539982,Advance Syntex Limited,ASYL,,Industrials,Capital Goods,Equity
539983,SIDH AUTOMOBILES LIMITED,SIDH,,Financial Services,Financial Services,Equity
539984,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL,,Industrials,Capital Goods,Equity
539985,Titaanium Ten Enterprise Limited,TITAANIUM,,Consumer Discretionary,Textiles,Equity
539986,Commercial Syn Bags Limited,COMSYN,,Industrials,Capital Goods,Equity
539991,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL,,Services,Services,Equity
539997,Kwality Pharmaceuticals Limited,KPL,,Healthcare,Healthcare,Equity
540006,EAST WEST FREIGHT CARRIERS LTD,EASTWEST,,Services,Services,Equity
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,,-,-,Equity
540023,COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540024,ASHARI AGENCIES LIMITED,ASHARI,,Financial Services,Financial Services,Equity
540026,Ladam Affortable Housing Limited,LAHL,,Consumer Discretionary,Realty,Equity
540027,PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL,,Consumer Discretionary,Consumer Services,Equity
540046,ADF Foods Limited.,ADFBBPH,,-,-,Equity
540062,Golden Crest Education & Services Limited,GOLDENCREST,,Consumer Discretionary,Consumer Services,Equity
540063,ECS Biztech Limited,ECS,,Information Technology,Information Technology,Equity
540064,Future Retail Ltd.,FRETAIL,,Consumer Discretionary,Consumer Services,Equity
540066,AMS POLYMERS LIMITED,AMS,,Commodities,Chemicals,Equity
540071,Camson Seeds Limited,CAMSONSEEDS,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540072,Shiva Granito Export Limited,SHIVAEXPO,,Commodities,Construction Materials,Equity
540078,Mitsu Chem Plast Limited,MITSU,,Industrials,Capital Goods,Equity
540079,Sprayking Limited,SPRAYKING,,Industrials,Capital Goods,Equity
540080,Dhatre Udyog Limited,DHATRE,,Industrials,Capital Goods,Equity
540081,Sab Events & Governance Now Media Limited,SABEVENTS,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540082,Riddhi Steel and Tube Limited,RSTL,,Industrials,Capital Goods,Equity
540083,TV VISION LIMITED,TVVISION,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540084,Spicy Entertainment and Media Limited,SPICY,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540097,GAMCO LIMITED,GAMCO,,Financial Services,Financial Services,Equity
540098,Aditya Birla Sun Life Mutual Fund,BSLRIFS1RG,,-,-,Equity
540099,Aditya Birla Sun Life Mutual Fund,BSLRIFS1RD,,-,-,Equity
540100,Aditya Birla Sun Life Mutual Fund,BSLRIFS1RS,,-,-,Equity
540101,Aditya Birla Sun Life Mutual Fund,BSLRIFS1DG,,-,-,Equity
540102,Aditya Birla Sun Life Mutual Fund,BSLRIFS1DD,,-,-,Equity
540103,Aditya Birla Sun Life Mutual Fund,BSLRIFS1DS,,-,-,Equity
540108,TIAAN CONSUMER LIMITED,TIAANC,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540125,Radhika Jeweltech Limited,RADHIKAJWE,,Consumer Discretionary,Consumer Durables,Equity
540132,Sabrimala Industries India Limited,SIIL,,Services,Services,Equity
540134,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,,Industrials,Construction,Equity
540135,ARC Finance Limited,ARCFIN,,Financial Services,Financial Services,Equity
540143,Sagarsoft (India) Limited,SAGARSOFT,,Information Technology,Information Technology,Equity
540144,DRA CONSULTANTS LIMITED,DRA,,Services,Services,Equity
540146,ADITYA CONSUMER MARKETING LIMITED,ACML,,Consumer Discretionary,Consumer Services,Equity
540147,Shashijit Infraprojects Limited,SHASHIJIT,,Industrials,Construction,Equity
540148,Bindal Exports Limited,BINDALEXPO,,Consumer Discretionary,Consumer Durables,Equity
540149,Transpek Industry Ltd.,TRANSPEBBPH,,-,-,Equity
540150,Mewar Hi-Tech Engineering Limited,MHEL,,Industrials,Construction,Equity
540151,Diksat Transworld Limited,DIKSAT,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540152,India Green Reality Limited,IGRL,,Consumer Discretionary,Realty,Equity
540154,Bandhan Mutual Fund,IDFSENSEXE,,-,-,Equity
540159,Purple Entertainment Limited,PURPLE,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540168,Supra Pacific Financial Services Limited,SUPRAPFSL,,Financial Services,Financial Services,Equity
540174,Southern Infosys Limited,SOUTHERNIN,,Information Technology,Information Technology,Equity
540175,REGENCY FINCORP LIMITED,REGENCY,,Financial Services,Financial Services,Equity
540176,ICICI Prudential Mutual Fund,IPRU2880,,-,-,Equity
540177,ICICI Prudential Mutual Fund,IPRU9082,,-,-,Equity
540178,ICICI Prudential Mutual Fund,IPRU9083,,-,-,Equity
540179,ICICI Prudential Mutual Fund,IPRU2881,,-,-,Equity
540181,Salem Erode Investments Ltd.,SALEM,,Financial Services,Financial Services,Equity
540189,Unipro Technologies Limited,UPROTECH,,Information Technology,Information Technology,Equity
540190,Franklin Industries Limited,FRANKLININD,,Services,Services,Equity
540191,Fineotex Chemical Limited,FCLBBPH,,-,-,Equity
540192,LKP Securities Limited,LKPSEC,,Financial Services,Financial Services,Equity
540193,Ambika Cotton Mills Ltd.,AMBIKCOBBPH,,-,-,Equity
540194,Aditya Birla Sun Life Mutual Fund,BSLRIFS2RG,,-,-,Equity
540195,Aditya Birla Sun Life Mutual Fund,BSLRIFS2RN,,-,-,Equity
540196,Aditya Birla Sun Life Mutual Fund,BSLRIFS2DG,,-,-,Equity
540197,Aditya Birla Sun Life Mutual Fund,BSLRIFS2DN,,-,-,Equity
540198,OSIAJEE TEXFAB LIMITED,OSIAJEE,,Consumer Discretionary,Textiles,Equity
540199,Corporate Merchant Bankers Limited,CMBL,,Financial Services,Financial Services,Equity
540204,EIKO LIFESCIENCES LIMITED,EIKO,,Commodities,Chemicals,Equity
540210,Heads UP Ventures Limited,HEADSUP,,Consumer Discretionary,Textiles,Equity
540211,Sparkling (India) Finshares Limited,SIFL,,Financial Services,Financial Services,Equity
540221,Shashank Traders Limited,SHASHANK,,Services,Services,Equity
540243,NEW LIGHT APPARELS LIMTED,NEWLIGHT,,Services,Services,Equity
540248,Axis Mutual Fund,AXISE1D1D,,-,-,Equity
540249,Axis Mutual Fund,AXISE1DGG,,-,-,Equity
540250,Axis Mutual Fund,AXISE1DPD,,-,-,Equity
540251,Axis Mutual Fund,AXISE1GPG,,-,-,Equity
540252,VEERAM SECURITIES LIMITED,VSL,,Consumer Discretionary,Consumer Durables,Equity
540253,Shree Nidhi Trading Co. Ltd.,SNTCL,,Financial Services,Financial Services,Equity
540254,MARG TECHNO PROJECTS LIMITED,MTPL,,Financial Services,Financial Services,Equity
540255,ICICI Prudential Mutual Fund,IPRU2894,,-,-,Equity
540256,ICICI Prudential Mutual Fund,IPRU2895,,-,-,Equity
540257,ICICI Prudential Mutual Fund,IPRU9096,,-,-,Equity
540258,ICICI Prudential Mutual Fund,IPRU9097,,-,-,Equity
540259,SHANGAR DECOR LIMITED,SHANGAR,,Services,Services,Equity
540266,Globe Commercials Limited,GLCL,,Services,Services,Equity
540267,Flora Corporation Limited,FLORACORP,,Services,Services,Equity
540268,TruCap Finance Limited,TRU,,Financial Services,Financial Services,Equity
540269,SUPER FINE KNITTERS LIMITED,SKL,,Consumer Discretionary,Consumer Durables,Equity
540270,Raideep Industries Limited,RAIDEEPIND,,Services,Services,Equity
540271,ICICI Prudential Mutual Fund,IPRU2896,,-,-,Equity
540272,ICICI Prudential Mutual Fund,IPRU2897,,-,-,Equity
540273,ICICI Prudential Mutual Fund,IPRU9098,,-,-,Equity
540274,ICICI Prudential Mutual Fund,IPRU9099,,-,-,Equity
540300,GHCL Ltd.,GHCLBBPH,,-,-,Equity
540305,The Ramco Cements Limited,RAMCOBBPH,,-,-,Equity
540310,Classic Filaments Limited,CFL,,Consumer Discretionary,Textiles,Equity
540311,JITF INFRALOGISTICS LIMITED,JITFINFRA,,Utilities,Utilities,Equity
540318,Sueryaa Knitwear Limited,SUERYAAKNI,,Consumer Discretionary,Textiles,Equity
540331,ICRA Limited,ICRABBPH,,-,-,Equity
540332,Tanvi Foods (India) Limited,TANVI,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540333,Axis Mutual Fund,AXISE2D1D,,-,-,Equity
540334,Axis Mutual Fund,AXISE2DGG,,-,-,Equity
540335,Axis Mutual Fund,AXISE2DPD,,-,-,Equity
540336,Axis Mutual Fund,AXISE2GPG,,-,-,Equity
540358,RMC SWITCHGEARS LIMITED,RMC,,Industrials,Capital Goods,Equity
540359,Parmax Pharma Limited,PARMAX,,Healthcare,Healthcare,Equity
540360,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,,Financial Services,Financial Services,Equity
540361,DANUBE INDUSTRIES LIMITED,DANUBE,,Services,Services,Equity
540366,Music Broadcast Limited,RADIOCITY,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540377,IFL ENTERPRISES LIMITED,IFL,,Services,Services,Equity
540378,Aditya Birla Sun Life Mutual Fund,BSLRIFS3RG,,-,-,Equity
540379,Aditya Birla Sun Life Mutual Fund,BSLRIFS3RD,,-,-,Equity
540381,Aditya Birla Sun Life Mutual Fund,BSLRIFS3DG,,-,-,Equity
540383,Aditya Birla Sun Life Mutual Fund,BSLRIFS3DD,,-,-,Equity
540385,KD LEISURES LIMITED,KDLL,,Financial Services,Financial Services,Equity
540386,Ontic Finserve Limited,ONTIC,,Financial Services,Financial Services,Equity
540393,Sarthak Metals Limited,SMLT,,Industrials,Capital Goods,Equity
540394,Jash Dealmark Limited,JDML,,Services,Services,Equity
540395,Chemcrux Enterprises Limited,CHEMCRUX,,Commodities,Chemicals,Equity
540396,Manomay Tex India Limited,MANOMAY,,Consumer Discretionary,Textiles,Equity
540401,Maximus International Limited,MAXIMUS,,Services,Services,Equity
540402,Manas Properties Limited,MANAS,,Consumer Discretionary,Realty,Equity
540403,CL Educate Limited,CLEDUCATE,,Consumer Discretionary,Consumer Services,Equity
540404,PRIME FRESH LIMITED,PRIMEFRESH,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540405,Oceanic Foods Limited,OCEANIC,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540416,Octaware Technologies Limited,OCTAWARE,,Information Technology,Information Technology,Equity
540417,HDFC Mutual Fund,CA50T,,-,-,Equity
540418,HDFC Mutual Fund,CA10T,,-,-,Equity
540419,HDFC Mutual Fund,CD50T,,-,-,Equity
540420,HDFC Mutual Fund,CD10T,,-,-,Equity
540421,HDFC Mutual Fund,CA50R,,-,-,Equity
540422,HDFC Mutual Fund,CA10R,,-,-,Equity
540423,HDFC Mutual Fund,CD50R,,-,-,Equity
540424,HDFC Mutual Fund,CD10R,,-,-,Equity
540426,Relstruct Buildcon Limited,RELSTRUCT,,Consumer Discretionary,Realty,Equity
540455,Escorp Asset Management Limited,ESCORP,,Financial Services,Financial Services,Equity
540467,PARMESHWARI SILK MILLS LIMITED,PARMSILK,,Consumer Discretionary,Textiles,Equity
540468,KMS Medisurgi Limited,KMSMEDI,,Healthcare,Healthcare,Equity
540469,ICICI Prudential Mutual Fund,IPRU2933,,-,-,Equity
540470,ICICI Prudential Mutual Fund,IPRU9135,,-,-,Equity
540481,Classic Leasing & Finance Ltd.,CLFL,,Financial Services,Financial Services,Equity
540492,STARLINEPS ENTERPRISES LIMITED,STARLENT,,Commodities,Metals & Mining,Equity
540497,S Chand And Company Limited,SCHAND,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540515,KANUNGO FINANCIERS LIMITED,KANUNGO,,Financial Services,Financial Services,Equity
540519,Meera Industries Limited,MEERA,,Industrials,Capital Goods,Equity
540538,ICICI Prudential Mutual Fund,IPRU2955,,-,-,Equity
540539,ICICI Prudential Mutual Fund,IPRU9157,,-,-,Equity
540545,Bhakti Gems And Jewellery Limited,BGJL,,Consumer Discretionary,Consumer Durables,Equity
540550,Yug Decor Limited,YUG,,Commodities,Chemicals,Equity
540551,Axis Mutual Fund,AXISAEDGG,,-,-,Equity
540552,Axis Mutual Fund,AXISAEGPG,,-,-,Equity
540570,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,,Services,Services,Equity
540586,ICICI Prudential Mutual Fund,IPRU2969,,-,-,Equity
540587,ICICI Prudential Mutual Fund,IPRU2970,,-,-,Equity
540588,ICICI Prudential Mutual Fund,IPRU9171,,-,-,Equity
540589,ICICI Prudential Mutual Fund,IPRU9172,,-,-,Equity
540590,Riddhi Corporate Services Limited,RIDDHICORP,,Information Technology,Information Technology,Equity
540591,HDFC Mutual Fund,HEOFDG1126,,-,-,Equity
540592,HDFC Mutual Fund,HEOFDD1126,,-,-,Equity
540593,HDFC Mutual Fund,HEOFRG1126,,-,-,Equity
540594,HDFC Mutual Fund,HEOFRD1126,,-,-,Equity
540597,Containerway International Limited,CONTAINER,,Services,Services,Equity
540612,ICICI Prudential Mutual Fund,LOWVOLIETF,,-,-,Equity
540613,Gautam Exim Limited,GEL,,Services,Services,Equity
540614,G G Engineering Limited,GGENG,,Industrials,Capital Goods,Equity
540615,7NR Retail Limited,7NR,,Consumer Discretionary,Consumer Services,Equity
540616,Artemis Global Life Sciences Limited,ARTEMIS,,-,-,Equity
540617,Aditya Birla Sun Life Mutual Fund,BSLRIFS4RG,,-,-,Equity
540618,Aditya Birla Sun Life Mutual Fund,BSLRIFS4RD,,-,-,Equity
540619,Aditya Birla Sun Life Mutual Fund,BSLRIFS4DG,,-,-,Equity
540620,Aditya Birla Sun Life Mutual Fund,BSLRIFS4DD,,-,-,Equity
540621,Bhagyanagar Properties Ltd,BHAGYAPROP,,Services,Services,Equity
540626,ICICI Prudential Mutual Fund,IPRU2987,,-,-,Equity
540627,ICICI Prudential Mutual Fund,IPRU2988,,-,-,Equity
540629,ICICI Prudential Mutual Fund,IPRU9189,,-,-,Equity
540631,ICICI Prudential Mutual Fund,IPRU9190,,-,-,Equity
540634,HDFC Mutual Fund,HEOFDG1100,,-,-,Equity
540635,HDFC Mutual Fund,HEOFDD1100,,-,-,Equity
540636,HDFC Mutual Fund,HEOFRG1100,,-,-,Equity
540637,HDFC Mutual Fund,HEOFRD1100,,-,-,Equity
540647,Ganges Securities Ltd.,GANGESSECU,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540648,Palash Securities Limited,PALASHSECU,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540650,Magadh Sugar & Energy Limited,MAGADSUGAR,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540651,Jigar Cables Limited,JIGAR,,Industrials,Capital Goods,Equity
540652,Captain Technocast Limited,CTCL,,Industrials,Capital Goods,Equity
540653,Sintex Plastics Technology Ltd.,SPTL,,Industrials,Capital Goods,Equity
540654,GlobalSpace Technologies Limited,GSTL,,Information Technology,Information Technology,Equity
540669,UTI Mutual Fund,UTINEXT50,,-,-,Equity
540670,Just Dial Limited,JDBBPH,,-,-,Equity
540671,Axis Mutual Fund,AXISAHDGG,,-,-,Equity
540672,Axis Mutual Fund,AXISAHGPG,,-,-,Equity
540679,SMS Lifesciences India Ltd,SMSLIFE,,Healthcare,Healthcare,Equity
540681,CHOTHANI FOODS LIMITED,CHOTHANI,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540682,ICICI Prudential Mutual Fund,IPRU2991,,-,-,Equity
540683,ICICI Prudential Mutual Fund,IPRU2992,,-,-,Equity
540684,ICICI Prudential Mutual Fund,IPRU9193,,-,-,Equity
540685,ICICI Prudential Mutual Fund,IPRU9194,,-,-,Equity
540686,Smruthi Organics Limited,SMRUTHIORG,,Healthcare,Healthcare,Equity
540692,Apex Frozen Foods Limited,APEX,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540693,Shish Industries Limited,SHISHIND,,Industrials,Capital Goods,Equity
540694,ANG Lifesciences India Limited,ANG,,Healthcare,Healthcare,Equity
540695,Dhruv Wellness Limited,DWL,,Services,Services,Equity
540696,KCD INDUSTRIES INDIA LIMITED,KCDGROUP,,Services,Services,Equity
540697,A & M Febcon Limited,AMFL,,Industrials,Capital Goods,Equity
540698,Nouritrans Exim Limited,NEL,,Services,Services,Equity
540700,Bharat Road Network Limited,BRNL,,Industrials,Construction,Equity
540702,Lasa Supergenerics Limited,LASA,,Healthcare,Healthcare,Equity
540703,PRO CLB GLOBAL LIMITED,PROCLB,,Services,Services,Equity
540709,Reliance Home Finance Limited,RHFL,,Financial Services,Financial Services,Equity
540711,ICICI Prudential Mutual Fund,IPRU3003,,-,-,Equity
540712,ICICI Prudential Mutual Fund,IPRU3004,,-,-,Equity
540713,ICICI Prudential Mutual Fund,IPRU9205,,-,-,Equity
540714,ICICI Prudential Mutual Fund,IPRU9206,,-,-,Equity
540715,Sagar Diamonds Limited,SAGAR,,Consumer Discretionary,Consumer Durables,Equity
540717,Polo Queen Industrial and Fintech Limited ,PQIF,,Services,Services,Equity
540718,AAYUSH ART AND BULLION LIMITED,AAYUSHBULL,,Consumer Discretionary,Textiles,Equity
540726,Trident Texofab Limited,TTFL,,Consumer Discretionary,Textiles,Equity
540727,Poojawestern Metaliks Limited,POOJA,,Industrials,Capital Goods,Equity
540728,Sayaji Industries Limited,SAYAJIIND,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540729,Vanta Bioscience Limited,VANTABIO,,Healthcare,Healthcare,Equity
540730,Mehai Technology  Limited,MEHAI,,Services,Services,Equity
540735,IRIS Business Services Limited,IRIS,,Information Technology,Information Technology,Equity
540736,Siddharth Education Services Limited,SIDDH,,Consumer Discretionary,Consumer Services,Equity
540737,Shree Ganesh Remedies Limited,SGRL,,Healthcare,Healthcare,Equity
540738,Shreeji Translogistics Limited,STL,,Services,Services,Equity
540739,Aditya Birla Sun Life Mutual Fund,ABSLRIF5RG,,-,-,Equity
540740,Aditya Birla Sun Life Mutual Fund,ABSLRIF5RD,,-,-,Equity
540741,Aditya Birla Sun Life Mutual Fund,ABSLRIF5DG,,-,-,Equity
540742,Aditya Birla Sun Life Mutual Fund,ABSLRIF5DD,,-,-,Equity
540744,MIDEAST INTEGRATED STEELS LIMITED,MESCON,,Commodities,Metals & Mining,Equity
540756,Kaarya Facilities and Services Limited,KAARYAFSL,,Services,Services,Equity
540757,SHEETAL COOL PRODUCTS LIMITED,SCPL,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540758,Nippon India Mutual Fund,NCBFIVADD,,-,-,Equity
540759,Nippon India Mutual Fund,NCBFIVADG,,-,-,Equity
540760,Nippon India Mutual Fund,NCBFIVAD,,-,-,Equity
540761,Nippon India Mutual Fund,NCBFIVAG,,-,-,Equity
540763,ICICI Prudential Mutual Fund,IPRU3013,,-,-,Equity
540764,ICICI Prudential Mutual Fund,IPRU3014,,-,-,Equity
540765,ICICI Prudential Mutual Fund,IPRU9215,,-,-,Equity
540766,ICICI Prudential Mutual Fund,IPRU9216,,-,-,Equity
540775,Khadim India Limited,KHADIM,,Consumer Discretionary,Consumer Durables,Equity
540778,Nippon India Mutual Fund,NIVBDDP,,-,-,Equity
540779,Nippon India Mutual Fund,NIVBDGP,,-,-,Equity
540780,Nippon India Mutual Fund,NIVBDP,,-,-,Equity
540781,Nippon India Mutual Fund,NIVBGP,,-,-,Equity
540782,Sanghvi Brands Limited,SBRANDS,,Consumer Discretionary,Consumer Services,Equity
540783,VRL Logistics Limited,VRLLOGBBPH,,-,-,Equity
540786,SHARIKA ENTERPRISES LIMITED,SHARIKA,,Services,Services,Equity
540787,ICICI Prudential Mutual Fund,ICICIB22,,-,-,Equity
540788,Aspira Pathlab & Diagnostics Limited,ASPIRA,,Healthcare,Healthcare,Equity
540789,Diligent Media Corporation Limited,DNAMEDIA,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540790,Eastern Gases Limited,EASTERNGAS,,Energy,"Oil, Gas & Consumable Fuels",Equity
540791,HDFC Mutual Fund,HHOF1140DG,,-,-,Equity
540792,HDFC Mutual Fund,HHOF1140DD,,-,-,Equity
540793,HDFC Mutual Fund,HHOF1140RG,,-,-,Equity
540794,HDFC Mutual Fund,HHOF1140RD,,-,-,Equity
540796,Ratnabhumi Developers Limited,RATNABHUMI,,Consumer Discretionary,Realty,Equity
540798,Future Supply Chain Solutions Limited,FSC,,Services,Services,Equity
540799,DSP Mutual Fund,DACEFRG,,-,-,Equity
540800,DSP Mutual Fund,DACEFRDP,,-,-,Equity
540801,DSP Mutual Fund,DACEFDG,,-,-,Equity
540802,DSP Mutual Fund,DACEFDDP,,-,-,Equity
540809,MRC AGROTECH LIMITED,MRCAGRO,,Services,Services,Equity
540810,Sreeleathers Limited,SREELBBPH,,-,-,Equity
540811,Diggi Multitrade Limited,DML,,Services,Services,Equity
540812,Kids Medical Systems Limited,KMSL,,Healthcare,Healthcare,Equity
540821,CRYSTAL BUSINESS SYSTEM LIMITED,CRYSTAL,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540822,Santosh Industries Limited,SANTOSHIND,,-,-,Equity
540823,Vitesse Agro Limited,VITESSE,,Services,Services,Equity
540824,Astron Paper & Board Mill Limited,ASTRON,,Commodities,Forest Materials,Equity
540825,Nippon India Mutual Fund,NCBFIVBCD,,-,-,Equity
540826,Nippon India Mutual Fund,NCBFIVCG,,-,-,Equity
540827,Nippon India Mutual Fund,NCBFIVBCG,,-,-,Equity
540828,Nippon India Mutual Fund,NCBFIVCD,,-,-,Equity
540829,Chandrima Mercantiles limited ,CHANDRIMA,,Services,Services,Equity
540843,Rithwik Facility Management Services Limited,RITHWIKFMS,,Services,Services,Equity
540850,Jhandewalas Foods Limited,JFL,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540861,ICICI Prudential Mutual Fund,IPRU3018,,-,-,Equity
540862,ICICI Prudential Mutual Fund,IPRU3019,,-,-,Equity
540863,ICICI Prudential Mutual Fund,IPRU9220,,-,-,Equity
540864,ICICI Prudential Mutual Fund,IPRU9221,,-,-,Equity
540874,7SEAS ENTERTAINMENT LIMITED,7SEASL,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
540896,Nippon India Mutual Fund,NCBFIVDDD,,-,-,Equity
540897,Nippon India Mutual Fund,NCBFIVDG,,-,-,Equity
540898,Nippon India Mutual Fund,NCBFIVDDG,,-,-,Equity
540899,Nippon India Mutual Fund,NCBFIVDD,,-,-,Equity
540901,Praxis Home Retail Limited ,PRAXIS,,Consumer Discretionary,Consumer Services,Equity
540903,CRP Risk Management Limited,CRPRISK,,Services,Services,Equity
540904,TIRUPATI FOAM LIMITED,TIRUFOAM,,Consumer Discretionary,Consumer Durables,Equity
540914,SRU Steels Limited,SRUSTEELS,,Services,Services,Equity
540923,Ashoka Metcast Limited,ASHOKAMET,,Commodities,Metals & Mining,Equity
540936,Gautam Gems Limited,GGL,,Consumer Discretionary,Consumer Durables,Equity
540937,MEDICO REMEDIES LIMITED,MEDICO,,Healthcare,Healthcare,Equity
540938,Gujarat Hy-Spin Limited,GUJHYSPIN,,Consumer Discretionary,Textiles,Equity
540945,Focus Suites Solutions & Services Limited,FSSPL,,Services,Services,Equity
540947,ICICI Prudential Mutual Fund,IPRU3034,,-,-,Equity
540949,ICICI Prudential Mutual Fund,IPRU3035,,-,-,Equity
540950,ICICI Prudential Mutual Fund,IPRU9236,,-,-,Equity
540951,ICICI Prudential Mutual Fund,IPRU9237,,-,-,Equity
540952,LORENZINI APPARELS LIMITED,LAL,,Consumer Discretionary,Textiles,Equity
540953,Kenvi Jewels Limited,KENVI,,Consumer Discretionary,Consumer Durables,Equity
540954,The Indian Wood Products Co. Ltd.,IWP,,Commodities,Forest Materials,Equity
540955,Tasty Dairy Specialities Limited,TDSL,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
540956,Bhatia Communications & Retail (India) Limited,BHATIA,,Consumer Discretionary,Consumer Services,Equity
540961,Shiva Mills Limited,SHIVAMILLS,,Consumer Discretionary,Textiles,Equity
540980,The Yamuna Syndicate Ltd ,YSL,,Services,Services,Equity
540981,Kotak Mahindra Mutual Fund,KTINDF4RG,,-,-,Equity
540982,Kotak Mahindra Mutual Fund,KTINDF4RD,,-,-,Equity
540983,Kotak Mahindra Mutual Fund,KTINDF4DG,,-,-,Equity
540984,Kotak Mahindra Mutual Fund,KTINDF4DD,,-,-,Equity
541005,KANCO TEA & INDUSTRIES LIMITED,KANCOTEA,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
541006,Angel Fibers Limited,ANGEL,,Consumer Discretionary,Textiles,Equity
541053,East India Securities Limited,EIS,,Financial Services,Financial Services,Equity
541068,Axis Mutual Fund,AXISCBD1D,,-,-,Equity
541069,Axis Mutual Fund,AXISCBDGG,,-,-,Equity
541070,Axis Mutual Fund,AXISCBDPD,,-,-,Equity
541071,Axis Mutual Fund,AXISCBGPG,,-,-,Equity
541083,Inflame Appliances Limited,INFLAME,,Consumer Discretionary,Consumer Durables,Equity
541084,DSP Mutual Fund,DACE2RG,,-,-,Equity
541085,DSP Mutual Fund,DACE2RDP,,-,-,Equity
541086,DSP Mutual Fund,DACE2DG,,-,-,Equity
541087,DSP Mutual Fund,DACE2DDP,,-,-,Equity
541092,Aditya Birla Sun Life Mutual Fund,ABSLRIF6RG,,-,-,Equity
541093,Aditya Birla Sun Life Mutual Fund,ABSLRIF6RD,,-,-,Equity
541094,Aditya Birla Sun Life Mutual Fund,ABSLRIF6DG,,-,-,Equity
541095,Aditya Birla Sun Life Mutual Fund,ABSLRIF6DD,,-,-,Equity
541096,Bharat Parenterals Limited,BPLPHARMA,,Healthcare,Healthcare,Equity
541112,Shreeshay Engineers Limited,SHREESHAY,,Industrials,Construction,Equity
541133,APEX CAPITAL AND FINANCE LIMITED,ACFL,,Financial Services,Financial Services,Equity
541144,Active Clothing Co  Limited,ACTIVE,,Consumer Discretionary,Textiles,Equity
541151,Ridings Consulting Engineers India Limited,RIDINGS,,Services,Services,Equity
541152,GOYAL ALUMINIUMS LIMITED,GOYALALUM,,Services,Services,Equity
541161,DHARAN INFRA-EPC LIMITED,DHARAN,,Consumer Discretionary,Realty,Equity
541178,Benara Bearings and Pistons Limited,BENARA,,Industrials,Capital Goods,Equity
541179,ICICI Securities Limited,ISEC,,Financial Services,Financial Services,Equity
541196,Lex Nimble Solutions Limited,LEX,,Services,Services,Equity
541206,Orissa Bengal Carrier Limited,OBCL,,Services,Services,Equity
541228,Taylormade Renewables Limited,TRL,,Industrials,Capital Goods,Equity
541252,Aditya Birla Sun Life Mutual Fund,ABSLRIF7RG,,-,-,Equity
541253,Aditya Birla Sun Life Mutual Fund,ABSLRIF7RD,,-,-,Equity
541254,Aditya Birla Sun Life Mutual Fund,ABSLRIF7DG,,-,-,Equity
541255,Aditya Birla Sun Life Mutual Fund,ABSLRIF7DD,,-,-,Equity
541269,Chemfab Alkalis Ltd,CHEMFAB,,Commodities,Chemicals,Equity
541276,HARDWYN INDIA LIMITED,HARDWYN,,Consumer Discretionary,Consumer Durables,Equity
541299,DR LALCHANDANI LABS LIMITED,DLCL,,Healthcare,Healthcare,Equity
