SYMBOL_CODE,COMPANY_NAME,SYMBOL_NAME,IndexName,SECTOR_NAME,INDUSTRY,INSTRUMENT
530289,S.P.Capital Financing Ltd.,SPCAPIT,,Services,Services,Equity
530291,PAOS INDUSTRIES LIMITED,PAOS,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530293,Wilwayfort India Ltd.,WILFI,,-,-,Equity
530295,Shri Rajivlochan Oil Extraction Ltd,SHRAJOI,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530297,Idea Space Solutions Ltd.,IDEA,,-,-,Equity
530299,Kothari Products Ltd.,KOTHARIPRO,,Services,Services,Equity
530303,New Era Alkolides & Export Ltd.,NWERAAL,,-,-,Equity
530305,Piccadily Agro Industries ltd.,PICCADIL,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530309,Chandra Prabhu International Ltd.,CHANDRAP,,Services,Services,Equity
530311,Delta Polysters Ltd.,DELTAPO,,-,-,Equity
530313,KIMIA BIOSCIENCES LIMITED,KIMIABL,,Healthcare,Healthcare,Equity
530315,Hindustan Tin Works Ltd.,HINDTIN,,Industrials,Capital Goods,Equity
530317,Godavari Drugs Ltd.,GODAVARI,,Healthcare,Healthcare,Equity
530319,Vergola India Ltd.,VRGOLAI,,-,-,Equity
530321,Unimin India Ltd.,UNIMININ,,-,-,Equity
530323,ERA Infra Engineering Ltd,ERAINFRA,,-,-,Equity
530325,Kumar's Cotex Ltd.,KUMARCO,,-,-,Equity
530327,KM Capital Ltd.,KMCAPIT,,-,-,Equity
530329,Mukunda Industrial Finance Ltd.,MUKUIND,,-,-,Equity
530331,Premco Global Ltd.,PREMCO,,Consumer Discretionary,Textiles,Equity
530333,Emgee Cables & Communications Ltd.,EMGEECA,,Industrials,Capital Goods,Equity
530335,JCL ltd.,JCLLITD,,Commodities,Forest Materials,Equity
530337,Exelon Infrastructure Ltd,EXELON,,-,-,Equity
530339,Labh Construction Ltd.,LABHCON,,-,-,Equity
530341,Mukesh Babu Financial Services Ltd.,MUKESHB,,Financial Services,Financial Services,Equity
530345,Creative World Telefilms Ltd.,CREATIVW,,-,-,Equity
530347,Magnum Limited.,MAGNUML,,Information Technology,Information Technology,Equity
530349,Stono Machines & Castings Ltd.,STONOMA,,-,-,Equity
530353,Joymat Hotel Resorts Ltd.,JOYHRDM,,-,-,Equity
530355,ASIAN ENERGY SERVICES LTD,ASIANENE,,Energy,"Oil, Gas & Consumable Fuels",Equity
530357,KBS INDIA LIMITED,KBSINDIA,,Financial Services,Financial Services,Equity
530361,PRABHHANS INDUSTRIES LIMITED,PRABHHANS,,Consumer Discretionary,Textiles,Equity
530363,Ugar Sugar Works Ltd.,UGARSUGAR,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530365,Orient Bell Limited,ORIENTBELL,,Consumer Discretionary,Consumer Durables,Equity
530369,Vamshi Rubber Ltd.,VAMSHIRU,,Consumer Discretionary,Automobile and Auto Components,Equity
530371,SKR Chemicals Ltd.,SKRCHEM,,-,-,Equity
530373,Trackparts Of India Ltd,TRACKPA,,-,-,Equity
530375,Nakshatra Infrastructure Limited,NAKSHTRINF,,-,-,Equity
530377,Nila Infrastructures Ltd,NILAINFRA,,Consumer Discretionary,Realty,Equity
530379,Jay Flash Ceramics Ltd.,JAYFLAS,,-,-,Equity
530381,Petron Engineering Construction Ltd,PETRONENGG,,-,-,Equity
530385,South Pole Securities Ltd.,SOUTHPO,,-,-,Equity
530387,European Software Alliances Ltd.,EUROSOFTAL,,-,-,Equity
530389,Geefcee Finance Ltd.,GEEFC,,Financial Services,Financial Services,Equity
530391,DOT COM Global Ltd,DOTCOM,,Consumer Discretionary,Consumer Durables,Equity
530393,DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO,,Financial Services,Financial Services,Equity
530397,Himadri Credit & Finance Ltd.,HIMADRI,,-,-,Equity
530399,Kamakshi Housing Finance Ltd.,KAMAKSH,,-,-,Equity
530401,Vinyoflex Ltd.,VINYOFL,,Commodities,Chemicals,Equity
530403,Vallabh Poly-Plast International Lt,VALLABH,,Industrials,Capital Goods,Equity
530405,Jindal Capital Ltd.,JINDCAP,,Financial Services,Financial Services,Equity
530407,EPIC Energy Ltd.,EPIC,,Financial Services,Financial Services,Equity
530409,Eupharma Laboratories Ltd.,EUPHARMLAB,,-,-,Equity
530411,Magan Industries Ltd.,MAGIN,,-,-,Equity
530413,Asian Vegpro Industries Ltd.,ASIANVE,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530415,Bayer Cropscience Ltd.,BAYERCROP,,-,-,Equity
530417,Chiplun Fine Chemicals Ltd.,CHIPLUN,,Healthcare,Healthcare,Equity
530419,Sumedha Fiscal Services Ltd.,SUMEDHA,,Financial Services,Financial Services,Equity
530421,Kuwer Industries Ltd.,KUWERIN,,Commodities,Chemicals,Equity
530423,CRB Share Custodian Services Ltd,CRBSHAR,,Financial Services,Financial Services,Equity
530425,Sunday Exports Ltd.,SUNDYEX,,-,-,Equity
530427,CHOKSI ASIA LIMITED,CHOKSI,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530429,Ashish Polyplast Ltd.,ASHISHPO,,Industrials,Capital Goods,Equity
530431,Ador Fontech Ltd,ADORFO,,Industrials,Capital Goods,Equity
530433,Shiva Global Agro Industries Limited,SHIVAAGRO,,Commodities,Chemicals,Equity
530435,Noesis Industries Limited,NOESISIND,,-,-,Equity
530437,Mayura Alloy Industries Ltd.,MAYALLO,,-,-,Equity
530439,Siddha Ventures Limited,SIDDHA,,Financial Services,Financial Services,Equity
530441,Mahanivesh (India) Ltd.,MAHAN,,Services,Services,Equity
530443,Kiran Syntex Ltd.,KIRANSY-B,,Consumer Discretionary,Textiles,Equity
530445,Sumeru Industries Ltd.,SUMERUIND,,Services,Services,Equity
530447,Besco Limited,BESCOLT,,-,-,Equity
530449,Rungta Irrigation Ltd.,RUNGTAIR,,Industrials,Capital Goods,Equity
530451,"Narmada Cement Co. Ltd.,",ZNARMDCE,,-,-,Equity
530453,Thapar Concast Ltd.,THAPARC,,-,-,Equity
530455,Elvis India Ltd.,ELVISIN,,-,-,Equity
530457,GTT DATA SOLUTIONS LIMITED,GTTDATA,,Information Technology,Information Technology,Equity
530459,Valson Industries Ltd.,VALSONQ,,Consumer Discretionary,Textiles,Equity
530461,Saboo Sodium Chloro Ltd.,SABOOSOD,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530463,Uma Maheshwari Mills Ltd.,UMAMAHM,,-,-,Equity
530465,Crystal Credits Corporation Ltd.,CRYSTALC,,-,-,Equity
530467,Gujarat Cypromet Ltd.,GUJCYPROM,,Commodities,Metals & Mining,Equity
530469,GSL Securities Ltd.,GSLSEC,,Financial Services,Financial Services,Equity
530471,Balaji Hotels And Enterprises Ltd.,BALAJHOTEL,,-,-,Equity
530473,Aravali (India) Ltd.,ARAVIND,,-,-,Equity
530475,Tinna Rubber and Infrastructure Limited,TINNARUBR,,Industrials,Capital Goods,Equity
530477,Vikram Thermo (India) Ltd.,VIKRAMTH,,Commodities,Chemicals,Equity
530479,Atlanta Infrastructure and Finance Ltd.,ATLINFRA,,Industrials,Construction,Equity
530481,Karnataka Financial Services Ltd.,KARNATFI,,-,-,Equity
530483,Gresoil (India) ltd.,GRESOIL,,-,-,Equity
530485,Samarth International Finlease Ltd.,SAMARTHI,,-,-,Equity
530487,Vibros Organics ltd.,VIBROSO,,-,-,Equity
530491,Southern Iron & Steel Company Ltd.,SOUTHIR,,-,-,Equity
530493,Coimbatore Popular Spinning Mills L,COIMBAT,,-,-,Equity
530495,STRATMONT INDUSTRIES LIMITED,STRATMONT,,Services,Services,Equity
530497,Marvel Capital & Finance (India) Lt,MARVEL,,-,-,Equity
530499,A.K.Capital Services Ltd.,AKCAPIT,,Financial Services,Financial Services,Equity
530501,Sarvodaya Labs Ltd.,SARVODYA,,-,-,Equity
530503,Gujarat Nitrates Ltd.,GUJARAN,,-,-,Equity
530505,Upper Ganges Sugar Industries Ltd.,UPERGANGES,,-,-,Equity
530507,Raajratna Metal Industries Ltd.,RAJMI,,-,-,Equity
530509,Vantech Industry Ltd.,VANTECH-B,,-,-,Equity
530511,Armaan Electric Ltd.,ARMAANE,,-,-,Equity
530513,Accurate Transformers Ltd.,ACCURATE,,-,-,Equity
530515,Shriram Overseas Finance Ltd.,SHRIRAM,,-,-,Equity
530519,Interface Financial Services Ltd.,INTERFAC,,Financial Services,Financial Services,Equity
530521,Virat Industries Ltd.,VIRAT,,Consumer Discretionary,Textiles,Equity
530523,Karishma Floriculture Ltd.,KARISHM,,-,-,Equity
530525,RAJNISH RETAIL LIMITED,RRETAIL,,Consumer Discretionary,Consumer Durables,Equity
530527,Trans Agrotech Ltd.,TRANSAG,,-,-,Equity
530529,Kamala Tea Co.Ltd.,KAMALAT,,-,-,Equity
530531,Tristar Enterprises Limited,TRIENTP,,-,-,Equity
530533,Terai Tea Co. Ltd.,TERAI,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530535,Hindustan Finstock Ltd.,HINFINS,,-,-,Equity
530537,Manraj Housing Finance Ltd.,MANRAJH,,Financial Services,Financial Services,Equity
530539,Suprapti Plastics Ltd.,SUPRAPT,,-,-,Equity
530543,Marg Ltd,MARG,,Consumer Discretionary,Realty,Equity
530545,Cosco (India) ltd.,COSCO,,Consumer Discretionary,Consumer Durables,Equity
530547,Ken Financial Services Ltd.,KENFIN,,Financial Services,Financial Services,Equity
530551,Monalisa Infotech Ltd.,MONINFO,,-,-,Equity
530553,Global Industries Ltd.,GLOBALI,,-,-,Equity
530557,NCL Research And Financial Services,NCLRESE,,Financial Services,Financial Services,Equity
530559,Piyush Steels Ltd.,PIYUSHT,,-,-,Equity
530561,Radford Global Limited,RADGLOBAL,,Consumer Discretionary,Consumer Services,Equity
530563,Strontium Ferriten India Ltd.,STRONTI,,-,-,Equity
530565,POPEES CARES LIMITED,POPEES,,Consumer Discretionary,Textiles,Equity
530567,Associated Business Credits Ltd.,ASBUSIN,,-,-,Equity
530569,SKN Industries Ltd.,SKNIND,,-,-,Equity
530571,Explicit Finance Limited,EXPLICITFIN,,Services,Services,Equity
530573,Trinity Bio-tech Ltd.,TRINITY,,-,-,Equity
530575,Sunstar Software Systems Ltd.,SUNSS,,-,-,Equity
530577,Ladderup Finance Ltd.,LADDERUP,,Financial Services,Financial Services,Equity
530579,U. Y. FINCORP LIMITED,UYFINCORP,,Financial Services,Financial Services,Equity
530581,Ekam Leasing & Finance Co. Ltd.,EKAMLEA,,Services,Services,Equity
530583,Vogue Textiles Ltd.,VOGUETEX,,-,-,Equity
530585,Swastika Investmart Ltd,SWASTIKA,,Financial Services,Financial Services,Equity
530587,Barkha Industries Ltd,BARKHAI,,-,-,Equity
530589,Prima Plastics Ltd.,PRIMAPLA,,Consumer Discretionary,Consumer Durables,Equity
530591,Noble Brothers Impex Ltd.,NOBLEBR,,-,-,Equity
530593,Sirhind Steel Ltd.,SIRHIND,,-,-,Equity
530595,TeleCanor Global Limited,TELECANOR,,Information Technology,Information Technology,Equity
530597,Vijay Shanthi Finance Ltd.,VIJAYSH,,-,-,Equity
530599,GMS Computers (India) Ltd.,GMSCOM,,-,-,Equity
530601,Jagsonpal Finance & Leasing Ltd.,JAGSONFI,,Financial Services,Financial Services,Equity
530603,Kandhari Rubbers Ltd.,KANDHAR,,-,-,Equity
530605,GSL Nova Petrochemicals Limited,GSLNOVA,,Consumer Discretionary,Textiles,Equity
530607,Jay Finlease And Management Service,JAYFINL,,-,-,Equity
530609,Carnation Industries Ltd.,CARNATIN,,Industrials,Capital Goods,Equity
530611,Sturdy Industries Ltd.,STURDY,,Industrials,Capital Goods,Equity
530615,Garg Furnace Ltd.,GARGFUR,,Industrials,Capital Goods,Equity
530617,Sampre Nutritions Ltd.,SAMPRE,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530619,Religare Technova Global Solutions Limited,RELIGLOBE,,-,-,Equity
530621,Akar Auto Industries Limited,AAIL,,Consumer Discretionary,Automobile and Auto Components,Equity
530623,Jainpur Straw Boards & Papers Ltd.,JAINPUR,,-,-,Equity
530625,SOL Ltd,SOLIMTD-B,,-,-,Equity
530627,Vipul Organics Limited,VIPULORG,,Commodities,Chemicals,Equity
530629,Monarch Dyestuffs Industries Ltd.,MONARCH,,-,-,Equity
530631,Rose Zinc Ltd.,ROSEZIN,,-,-,Equity
530633,Hitkari Industries Ltd.,HITKARIIN,,-,-,Equity
530635,Texplast Industries Ltd.,TEXPI,,Industrials,Capital Goods,Equity
530637,B.L.Industries (India) Ltd.,BLINDUS,,-,-,Equity
530641,Shri Niranjan Ayurved Bhavan Ltd.,SHRINIR,,-,-,Equity
530643,Eco Recycling Limited,ECORECO,,Utilities,Utilities,Equity
530645,Malvika Steel Ltd.,MALVI,,-,-,Equity
530647,Kanva Finance Ltd.,KANVAFI,,-,-,Equity
530651,Softech Infinium Solutions Limited,SOFTECH,,-,-,Equity
530653,Shree Ganesh Knit (india) Ltd.,SHGANES,,-,-,Equity
530657,Global Securities Limited,GLOBSEC,,Services,Services,Equity
530661,Regaul Blue (India) ltd.,REGBLUI,,-,-,Equity
530663,Goyal Associates Ltd.,GOYALASS,,Financial Services,Financial Services,Equity
530665,Zenith Health Care Ltd.,ZENITHHE,,Healthcare,Healthcare,Equity
530667,Sri Nandaa Spinners Limited,SRINANDAA,,Consumer Discretionary,Textiles,Equity
530669,ACE ENGITECH LIMITED,ACEENGITEC,,Information Technology,Information Technology,Equity
530673,Perk Pharmaceuticals Ltd.,PCRKPHA,,-,-,Equity
530675,York Exports Ltd.,YORKEXP,,Consumer Discretionary,Consumer Durables,Equity
530677,Supreme Holdings & Hospitality (India) Ltd,SUPREME,,Consumer Discretionary,Realty,Equity
530679,Sharda Solvents Ltd.,SHARDAS,,-,-,Equity
530681,Diaruza Exports Ltd.,DIARUZA,,-,-,Equity
530683,Pithampur Poly Products Ltd.,PITHP,,Industrials,Capital Goods,Equity
530685,Gulabdas Flexipack Industries LTD.,GULABDA,,-,-,Equity
530689,Lykis Limited,LYKISLTD,,Services,Services,Equity
530691,Akash Agro Industries Ltd.,AKASAGR,,-,-,Equity
530693,Aditya Info-soft Limited.,ADITYAINF,,-,-,Equity
530695,Prime Property Development Corporation Ltd.,PRIMEPRO,,Consumer Discretionary,Realty,Equity
530697,Zenlabs Ethica Limited,ZENLABS,,Services,Services,Equity
530699,Raj Rayon Industries Limited,RAJRILTD,,Consumer Discretionary,Textiles,Equity
530701,KDJ Holidayscapes and Resorts Limited,KDJHRL,,Consumer Discretionary,Consumer Services,Equity
530703,Info-Drive Software Ltd.,INFODRIVE,,Information Technology,Information Technology,Equity
530705,ANIRIT VENTURES LIMITED,ANIRIT,,Consumer Discretionary,Textiles,Equity
530707,Aftek  Ltd.,AFTEK,,-,-,Equity
530709,Gowra Leasing & Finance Ltd.,GOWRALE,,Financial Services,Financial Services,Equity
530711,Jagan Lamps Ltd.,JAGANLAM,,Consumer Discretionary,Automobile and Auto Components,Equity
530713,AJEL Limited,AJEL,,Information Technology,Information Technology,Equity
530715,Alps Industries Ltd.,ALPSINDUS,,Consumer Discretionary,Textiles,Equity
530717,Eggro Paper Moulds Ltd.,EGGROPA,,-,-,Equity
530719,IKF Finance Ltd.,IKFIN,,-,-,Equity
530721,ANG Industries Limited,ANGIND,,-,-,Equity
530723,Asit C Mehta Financial Services Limited,ASITCFIN,,Financial Services,Financial Services,Equity
530725,Nubal (India) Ltd,NUBALIN,,-,-,Equity
530727,Terryfab (India) Ltd.,TERRYFB,,-,-,Equity
530729,Scintilla Software Technology Ltd.,SCINTSOFT,,-,-,Equity
530733,ENCODE PACKAGING INDIA LIMITED,ENCODE,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
530735,Super Bakers (India) Ltd.,SUPERBAK,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530737,Bajwa Agro Industries Ltd.,BAJAI,,-,-,Equity
530741,Ovobel Foods Ltd.,OVOBELE,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530743,GEI INDUSTRIAL SYSTEMS LIMITED,GEINDSYS,,-,-,Equity
530745,ACS TECHNOLOGIES LIMITED,ACSTECH,,Information Technology,Information Technology,Equity
530747,CHALLANI CAPITAL LIMITED,CHALLANI,,Financial Services,Financial Services,Equity
530749,Ahura Welding Electrode Mfrs. Ltd.,AHURAWE,,-,-,Equity
530751,Bull Power Systems Ltd.,BULLPOWDM,,-,-,Equity
530753,Suryodaya Plastics Ltd.,SURYOPLA,,-,-,Equity
530755,Coral Newsprints Ltd.,CORNE,,Commodities,Forest Materials,Equity
530757,Shentracon Chemicals Ltd.,SHENTRA,,Commodities,Chemicals,Equity
530761,Sathya Kamal Agros Ltd.,SATHYAK,,-,-,Equity
530763,Sunbright Stock Broking Limited,SUNBRIGHT,,Financial Services,Financial Services,Equity
530765,AGARWAL FORTUNE INDIA LIMITED,AGARWAL,,Industrials,Capital Goods,Equity
530767,Flexi Circuits India Ltd.,FLEXICI,,-,-,Equity
530769,Venus Universal Ltd,VENUSUNI,,Information Technology,Information Technology,Equity
530771,KLG Capital Services Ltd.,KLGCAP,,Financial Services,Financial Services,Equity
530773,IVRCL LTD,IVRCLINFRA,,Industrials,Construction,Equity
530775,Walker India Ltd.,WALKERIDM,,-,-,Equity
530777,Infra Industries Ltd.,INFRAIND,,Industrials,Capital Goods,Equity
530779,Dynamic Protfolio Management & Serv,DYNAMICP,,Financial Services,Financial Services,Equity
530781,International Housing Finance Corpo,INTERHG,,Financial Services,Financial Services,Equity
530783,Trans Asia Corporation Ltd,TRANSASIA,,Healthcare,Healthcare,Equity
530785,Pitambar Coated Papers Ltd.,PITAMBER,,-,-,Equity
530787,Inland Printers Ltd.,INLANPR,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
530789,Ceejay Finance Limited,CEEJAY,,Financial Services,Financial Services,Equity
530791,Parakaram Technofab ltd.,PARAKTE,,-,-,Equity
530793,Penta Pharmadyes Ltd.,PENTAPH,,-,-,Equity
530795,Suncity Synthetics Ltd.,SUNCITYSY,,Consumer Discretionary,Textiles,Equity
530797,Shree Ganesh Elastoplast Ltd,SHGANEL,,Services,Services,Equity
530799,Anna Infrastructures Ltd,ANNAINFRA,,Financial Services,Financial Services,Equity
530801,Diamond Infosystems Ltd,DIAMOND,,Information Technology,Information Technology,Equity
530803,Bhageria Industries Limited,BHAGERIA,,Commodities,Chemicals,Equity
530805,ONESOURCE INDUSTRIES AND VENTURES LIMITED,OIVL,,Services,Services,Equity
530807,REGALIAA REALTY LTD.,REGALIAA,,Consumer Discretionary,Realty,Equity
530809,BNR Udyog Ltd.,BNRUDY,,Services,Services,Equity
530811,Netvista Information Tech. Ltd,NETVISTAIT,,-,-,Equity
530815,Refnol Resins & Chemicals Ltd.,REFNOL,,Commodities,Chemicals,Equity
530817,Teaktex Processing Complex ltd.,TEATXEP,,-,-,Equity
530821,SSPDL Limited,SSPDL,,Consumer Discretionary,Realty,Equity
530823,Somani Strips Ltd.,SOMATR,,-,-,Equity
530825,Daikaffil Chemicals India Ltd.,DAIKAFFI,,Commodities,Chemicals,Equity
530827,Kemwell International Ltd.(Delisted for Takeover-21(3A)),KEMWINT-B,,-,-,Equity
530829,Cil Securities Ltd.,CILSEC,,Financial Services,Financial Services,Equity
530833,Abee Info-Consumables Ltd.,ABEEINF,,-,-,Equity
530835,Eltrol Ltd.,ELTROL,,-,-,Equity
530839,Clio Infotech Ltd.,CLIOINFO,,Information Technology,Information Technology,Equity
530841,Shri Bholanath Carpets Limited,SHRIBCL,,Consumer Discretionary,Consumer Durables,Equity
530845,Sunshield Chemicals Ltd.,SUNSHIEL,,Commodities,Chemicals,Equity
530847,Kanoria Plaschem Ltd.,KANOPLA,,-,-,Equity
530849,Coduras Exports Ltd.,CODUREXDM,,-,-,Equity
530853,Hipolin Ltd.,HIPOLIN,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530855,GDL Leasing & Finance ltd.,GDLLEAS,,Financial Services,Financial Services,Equity
530857,Garg Forgings & Castings Ltd.,GARGFOR,,-,-,Equity
530859,Cosboard Industries Ltd.,COSBOARD,,Commodities,Forest Materials,Equity
530861,Asiatic Infrastructure & Shelters l,ASINFRA,,-,-,Equity
530863,FE (India) Ltd,FEINDIALTD,,-,-,Equity
530865,Dhanashree Electronics Ltd.,DHANELE,,-,-,Equity
530867,SFL International Limited,SFLINTER,,Financial Services,Financial Services,Equity
530869,Praman Capital Market Services Ltd.,PRAMANC,,-,-,Equity
530871,Chembond Material Technologies Limited,CHEMBOND,,Commodities,Chemicals,Equity
530875,Girish Hotel Resorts & Health Farm,GIRHOTE,,-,-,Equity
530877,Model Financial Corporation Ltd.,MODFC,,-,-,Equity
530879,CAPITAL INDIA FINANCE LIMITED,CIFL,,Financial Services,Financial Services,Equity
530881,Arunjyoti Bio Ventures Limited ,ABVL,,Financial Services,Financial Services,Equity
530883,Super Crop Safe Ltd.,SUCROSA,,Commodities,Chemicals,Equity
530885,FIVE CORE EXIM LIMITED,FIVECORE,,Information Technology,Information Technology,Equity
530887,Incap Financial Services Ltd.,INCFS,,-,-,Equity
530889,Alka India Ltd.,ALKA,,Consumer Discretionary,Textiles,Equity
530891,RKB Agro Industries Limited,RKB,,Commodities,Chemicals,Equity
530893,Moulik Finance And Resorts Ltd.,MOULIKF,,-,-,Equity
530897,N.G.Industries Ltd.,NGIND,,Healthcare,Healthcare,Equity
530899,Asia Pack Ltd.,ASIAPAK,,Consumer Discretionary,Textiles,Equity
530901,ACIL Cotton Industries Limited,ACIL,,Consumer Discretionary,Textiles,Equity
530905,Sai Industries Ltd.,SAINDUS,,Financial Services,Financial Services,Equity
530907,S.I.Capital And Financial Services,SICAPIT,,Services,Services,Equity
530909,ERP Soft Systems Ltd.,ERPSOFT,,Services,Services,Equity
530911,Indo Britain Agro Farms Ltd.,INDOBRIT,,-,-,Equity
530913,Shri Bhagvati Bright Bars Ltd.,SHBHAGV,,-,-,Equity
530915,J.R. Foods Limited,JRFOODS,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530917,R.R.Securities Ltd.,RRSECUR,,Services,Services,Equity
530919,Remsons Industries Ltd.,REMSONSIND,,Consumer Discretionary,Automobile and Auto Components,Equity
530921,Integrated Thermoplastics Ltd.,INTETHR,,Industrials,Capital Goods,Equity
530923,RCL Foods Limited,RCLFOODS,,-,-,Equity
530925,Ramsons Projects Ltd.,RAMSONS,,Financial Services,Financial Services,Equity
530927,Haryana Financial Corporation ltd.,HARAFIN,,Financial Services,Financial Services,Equity
530929,Euro Asia Exports Ltd.,EUROASIA,,Services,Services,Equity
530931,Stanpacks (India) Ltd.,STANPACK,,Industrials,Capital Goods,Equity
530933,Cilson Finance & Investment Ltd.,CILSOFN,,-,-,Equity
530935,Sunrise Oleochemicals Ltd.,SUNOLEO,,-,-,Equity
530937,U M S Technologies Limited.,UMSTECHNO,,-,-,Equity
530943,Sri Adhikari Brothers Television Ne,SABTNL,,Consumer Discretionary,"Media, Entertainment & Publication",Equity
530945,Gangotri Iron & Steel Company Ltd,GISL,,Industrials,Capital Goods,Equity
530949,Dhar Textile Mills Ltd.,DHARTEX,,-,-,Equity
530951,RAMINFO LIMITED,RAMINFO,,Information Technology,Information Technology,Equity
530953,Sunil Agro Foods ltd.,SUNILAGR,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530955,Mindvision Capital Ltd,MINDVISCAP,,Financial Services,Financial Services,Equity
530957,Jain Granites & Projects India Ltd,JAINGRA,,-,-,Equity
530959,Diana Tea Co.Ltd.,DIANATEA,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
530961,Vikas EcoTech Limited,VIKASECO,,Commodities,Chemicals,Equity
530963,J.G.Finance Ltd.,JGFINAN,,-,-,Equity
530967,Kyra Landscapes Limited,KYRALANDS,,-,-,Equity
530971,Nimbus Industries ltd.,NIMBUSI,,Services,Services,Equity
530973,Alfa Ica (India) Ltd,ALFAICA,,Industrials,Capital Goods,Equity
530977,Shri Keshav Cements and Infra Limited,SKCIL,,Commodities,Construction Materials,Equity
530979,India Home Loan Limited,INDIAHOME,,Financial Services,Financial Services,Equity
530981,SRH Synthetics Ltd.,SRHSYNT,,-,-,Equity
530983,Garvee Granite Ltd.,GARVEEGDM,,-,-,Equity
530985,JPT Securities Ltd.,JPTSEC,,Financial Services,Financial Services,Equity
530987,LSK Finance And Allied Services ltd,LSKFINA,,-,-,Equity
530989,Shantivijay Jewels Ltd.,SHANTIVI,,-,-,Equity
530991,Roopa Industries Ltd.,ROOPAIND,,Healthcare,Healthcare,Equity
530993,Sarthak Global Ltd.,SARTHAKGL,,Services,Services,Equity
530995,Shiva Egg Products Ltd.,SHIVEGGDM,,-,-,Equity
530997,Unique Organics Ltd.,UNIQUEO,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
531001,Kamar Chemicals & Industries ltd.,KAMAR,,-,-,Equity
531003,Swarna Securities Ltd.,SWRNASE,,Financial Services,Financial Services,Equity
531005,Paschim Petrochem Ltd.,PASCHIM,,-,-,Equity
531007,International Securities Ltd.,INTSE,,-,-,Equity
531009,Beta Corporation Ltd,BETACOR,,-,-,Equity
531011,Emkay Aromatics ltd.,EMKAR,,Commodities,Chemicals,Equity
531013,Sun Granite Export Limited,SUNGRAN,,Commodities,Construction Materials,Equity
531015,Venmax Drugs And Pharmaceuticals Ltd,VENMAX,,Healthcare,Healthcare,Equity
531017,Arihants Securities ltd.,ARISE,,Services,Services,Equity
531019,Shree Jagdambe Paper Mills Ltd.,SHJAGDM,,-,-,Equity
531021,Kuber Floritech Ltd.,KUBERFL,,-,-,Equity
531023,Taurus the Genshare-[redeemed on 7/3/200]ltr2/9/00,TAURGEN,,-,-,Equity
531025,Visagar Financial Services Ltd,VISAGAR,,Financial Services,Financial Services,Equity
531027,Libord Securities Ltd.,LIBORD,,Financial Services,Financial Services,Equity
531029,Bharat Textiles & Proofing Industri,BHATEXT,,Services,Services,Equity
531031,Welworth Electric Co.Ltd.,WELWORT,,-,-,Equity
531032,Taurus the Genshare-[redeemed on 7/3/200]ltr2/9/00,ZTAURGEN,,-,-,Equity
531033,Regal Entertainment & Consultants Ltd.,REGAL,,Financial Services,Financial Services,Equity
531035,ERAAYA LIFESPACES LIMITED,EBIX,,Consumer Discretionary,Automobile and Auto Components,Equity
531037,-,ZBPLREPP,,-,-,Equity
531039,Swadha Nature Limited,SWADHATURE,,Services,Services,Equity
531041,Competent Automobiles Co. Ltd.,COMPEAU,,Consumer Discretionary,Automobile and Auto Components,Equity
531043,Dhanvantri Jeevan Rekha Ltd.,ZDHJERK,,Healthcare,Healthcare,Equity
531045,Premier Laminates Ltd.,PRLAMIN,,-,-,Equity
531047,Advance PowerInfra Tech Limited,ADVPOWER,,Financial Services,Financial Services,Equity
531049,Neelkanth Rockminerals ltd.,NEELKAN,,Commodities,Construction Materials,Equity
531051,Vintage Securities Ltd.,VINTAGES,,Financial Services,Financial Services,Equity
531053,India International Marketing Centre Ltd,INDIM,,-,-,Equity
531055,GFL Financials India Limited,GFLFIN,,Services,Services,Equity
531057,Ritesh Polyesters Ltd.,RITESPL,,-,-,Equity
531059,Hatigor Tea Estates ltd.,HATIGOR,,-,-,Equity
531061,India E-Commerce Ltd.,INDECOM,,-,-,Equity
531063,Progressive Steels (India) ltd.,PRSTEEL,,-,-,Equity
531065,Oswal Overseas Ltd,OSWALOR,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
531067,Contil India Limited,CONTILI,,Services,Services,Equity
